id,anchor,target,context,title,label
1ad033f5c1b30146,coupling arms,beams,H03,basic electronic circuitry,0.5
07e3138c2b0bdb67,hybrid system,breeding system,C07,organic chemistry,0.5
a63ec9730f8d789d,protocol component,protocol violation,A46,brushware,0.25
125e1788b47b54ee,antigen composition,antibody detection immunoassay,G01,measuring; testing,0.5
c262b5e026623c28,sectional layer,sectional section,B22,casting; powder metallurgy,0.5
6db9f72b24bb8fa6,substantially axial,substantially axial alignment,B60,vehicles in general,0.5
c2ba80d20be9098f,secure to guard,guard frame,A01,agriculture; forestry; animal husbandry; hunting; trapping; fishing,0.5
74c28b8e0b497ead,projection method,annealing apparatus,B23,machine tools; metal-working not otherwise provided for,0.25
6ca122694708a634,pulverulent material,component,B22,casting; powder metallurgy,0.25
79738678486a9fd1,contain based resin,contain based substances,B29,working of plastics; working of substances in a plastic state in general,0.5
d938798b2a981004,transmit to platform,transmit to system,H04,electric communication technique,0.75
882a179399344283,agitate means,rotating,B01,physical or chemical processes or apparatus in general,0.25
7c8ebbb350f615cf,turbine machine,aircraft air intake system,B64,aircraft; aviation; cosmonautics,0.25
916c56f5df6a2a79,image signal generation,signal generator,H04,electric communication technique,0.25
69d6b48d99a05a35,pneumatic logic,pneumatic valves,B27,working or preserving wood or similar material; nailing or stapling machines in general,0.25
8de65bcfaf257a71,pictorial image,visual image,G09,education; cryptography; display; advertising; seals,0.75
d38c9f988546c775,based writing,design writing,G11,information storage,0.0
6555fe780a5c5557,pre trip,preliminary performance,F25,refrigeration or cooling; combined heating and refrigeration systems; heat pump systems; manufacture or storage of ice; liquefaction solidification of gases,0.25
6798e23f2a36de21,provider networks,global network performance,H04,electric communication technique,0.25
e11f14e3eb627d83,operating channel,central,A61,medical or veterinary science; hygiene,0.25
5f53bd4926fac7a3,portable radio communication,wearable electronic,H01,basic electric elements,0.5
e86b552318e099bd,leveller,roll leveller,F02,combustion engines; hot-gas or combustion-product engine plants,0.5
185ece831667164d,make of slabs,building,E04,building,0.25
3f336c6800268da6,display object,determine data,G04,horology,0.5
ff133a4ed6db7d2f,selectively predetermined,predetermined clock,G01,measuring; testing,0.5
8a2bb405226e2a8d,tooth spaces,smooth bore,G01,measuring; testing,0.25
657d1f32fa03b637,electromagnetic input,electromagnetic input signal,G01,measuring; testing,0.5
4fac68d8700aac0d,dispersed powder,disperse the powder,B29,working of plastics; working of substances in a plastic state in general,1.0
30bb65ed144d61d6,different circumferential positions,respective sides,G02,optics,0.25
507b6b65d4b8a2d7,pulsed plasma,pulsed plasmas,C10,"petroleum, gas or coke industries; technical gases containing carbon monoxide; fuels; lubricants; peat",1.0
c8dcf077a1d9e292,component composite coating,component,C09,dyes; paints; polishes; natural resins; adhesives; compositions not otherwise provided for; applications of materials not otherwise provided for,0.25
abb460f307875e7a,arm roller,rollers,B27,working or preserving wood or similar material; nailing or stapling machines in general,0.5
abfc1a6401d5edd4,top surface member,top plate member,H01,basic electric elements,0.75
72ad2e2fbf4fd30a,androgen receptor modulators,androgen independent,C07,organic chemistry,0.25
d8f07eb1026a2ac6,notch base,notch emitter,H01,basic electric elements,0.5
d21d91b5c018ef5f,shaped engaging,shaped eye engagement,A41,wearing apparel,0.5
2c3a4db015dfae77,receive acceleration,sensor,G05,controlling; regulating,0.25
9f9f97cc8159a565,component composite coating,layer basecoat coat,C09,dyes; paints; polishes; natural resins; adhesives; compositions not otherwise provided for; applications of materials not otherwise provided for,0.25
2ed1b1c477df25c4,exit electrode,exit command in shell script,B64,aircraft; aviation; cosmonautics,0.0
b0df1c2512a8cd65,rna seq,cellular protein synthesis,C12,biochemistry; beer; spirits; wine; vinegar; microbiology; enzymology; mutation or genetic engineering,0.25
88eee502cba369cb,select unit,storage unit,H04,electric communication technique,0.0
ede336fc39d99a7b,regeneration agent,base,B01,physical or chemical processes or apparatus in general,0.25
3b04c840e203b18e,arm roller,arm roller axles,B27,working or preserving wood or similar material; nailing or stapling machines in general,0.5
67ecf34a2f2a6c1e,clock input,clock wire,G04,horology,0.5
ce63b3e22aa6c825,inner closed,lubricating structure,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.25
f1ebe2c2bf3649e6,connect with conduits,attach with conduits,C14,skins; hides; pelts; leather,0.75
cf550081e83b0589,rotatable chamber,bioreactor,G01,measuring; testing,0.25
6f9742ecfe6709eb,composite tile,glass plate,C04,cements; concrete; artificial stone; ceramics; refractories,0.0
589ac7cf6d533a06,axial extension,axial expansion,A61,medical or veterinary science; hygiene,0.75
c0fd977ce3e834b7,perform working operations,milling operation,B21,mechanical metal-working without essentially removing material; punching metal,0.25
05d2c94863fa81d5,filled interior,filled inside,B29,working of plastics; working of substances in a plastic state in general,0.75
c60249b2c95a7fa3,lamination method,lamination process,G02,optics,0.75
28fc5075f0f6bcc3,apart elongated,fusion energy system,B64,aircraft; aviation; cosmonautics,0.25
bdeee01fbcc8f97f,ftir spectrometer,spectroscopy,G02,optics,0.5
8a7db789e91430bc,preliminary dispersion,initial dispersion,G03,photography; cinematography; analogous techniques using waves other than optical waves; electrography; holography,0.75
b3832eac81b73dfd,abatement,pollution abatement incinerator,A47,furniture; domestic articles or appliances; coffee mills; spice mills; suction cleaners in general,0.5
66b6bc9f8e252204,friction lock,lock,B62,land vehicles for travelling otherwise than on rails,0.5
64c19dcdbb55a9ba,web transfer,website,D21,paper-making; production of cellulose,0.0
74d313186dd9d5d6,overall condition,health,B62,land vehicles for travelling otherwise than on rails,0.25
d4deee81aa79d152,olefin production,saturated compounds,B01,physical or chemical processes or apparatus in general,0.25
471b3cb674f7b826,free fatty acid,nicotine,C08,organic macromolecular compounds; their preparation or chemical working-up; compositions based thereon,0.25
87359dc19cf5e125,clods,soil fragments,B28,"working cement, clay, or stone",0.75
c5c8ff80e048157c,bandedge,center node,H01,basic electric elements,0.0
5613325cb8a57bc8,acid absorption,acid recovery,B01,physical or chemical processes or apparatus in general,0.5
7f5d187c62256cfc,voltage patterns,voltages,G06,computing; calculating; counting,0.5
d72e6414c09a1f57,page file,data capture machine,G09,education; cryptography; display; advertising; seals,0.5
e56bf3bff258bfd3,faucet assembly,spout,B65,conveying; packing; storing; handling thin or filamentary material,0.25
888621feb65ba3a4,sheet supply roller,sheet feed transport rollers,H04,electric communication technique,0.25
4252fa1e5c1b379e,methoxyethylamine,metal rod,C07,organic chemistry,0.0
0de9420314cc44cc,interconnect site,maintenance sites,H01,basic electric elements,0.0
28deea0696d6d765,support grooves,supporting grooves,B22,casting; powder metallurgy,1.0
e628a12b5f60d2f2,rotate on its longitudinal axis,rotate around its longitudinal axis,E06,"doors, windows, shutters, or roller blinds in general; ladders",0.5
762e7c79104fcdc5,component composite coating,protective coatings,C08,organic macromolecular compounds; their preparation or chemical working-up; compositions based thereon,0.25
c70977a12e4d819e,wire grid polarization,grid cable polarization,G01,measuring; testing,0.75
97c783d32a1f2aab,effective storage,loading ratio,B01,physical or chemical processes or apparatus in general,0.25
47b903414e0ee89a,vibratory actuator,magnetic drive apparatus,H02,generation; conversion or distribution of electric power,0.25
479e18571d8b01c0,flexible glass substrate,longitudinal slit,B29,working of plastics; working of substances in a plastic state in general,0.25
e6a1375b4f3b2ed4,sphygmomanometer,measurement sphygmomanometer,G05,controlling; regulating,0.75
658db0a3288c27ab,useful metal,useful active metal,C07,organic chemistry,0.5
13ec13d2bebdcc18,resilient spring clip,clip,A61,medical or veterinary science; hygiene,0.5
86c765cc9e6118cd,boom hydraulic cylinder,hydraulic crane boom,E02,hydraulic engineering; foundations; soil shifting,0.5
33682d84c38f7436,medical product,biologically active product,C12,biochemistry; beer; spirits; wine; vinegar; microbiology; enzymology; mutation or genetic engineering,0.5
47cfcf995b9cbb3a,locking formation,latch,B23,machine tools; metal-working not otherwise provided for,0.25
f43e39bbc74cc27f,travele in direction,eye fluid direction,B61,railways,0.0
cb894b6fa86a18d1,energy storage spring,storage capacity,H02,generation; conversion or distribution of electric power,0.25
305cafd399956dc4,elastic assembly,elastic region,B05,"spraying or atomising in general; applying fluent materials to surfaces, in general",0.75
71e2a2153b402037,summits,crest factor,F24,heating; ranges; ventilating,0.0
314f17ebfe40ab4e,display object,data transfer,G04,horology,0.0
1f7b7c88acdf0976,extraction location,spleen location,B29,working of plastics; working of substances in a plastic state in general,0.0
9ca8b2b0ee1a25b6,comfortability,being comfortable,A41,wearing apparel,0.5
89fa7a4f0b3f3a77,machine end,ecg machine,E21,earth drilling; mining,0.0
6e05c429a21bf576,extraction location,insulating glass units,B29,working of plastics; working of substances in a plastic state in general,0.25
a4015b33b7fc4773,flux regulator,food regulation,H02,generation; conversion or distribution of electric power,0.0
e9fc90974b647df6,chip form,chip structure,H05,electric techniques not otherwise provided for,0.75
883ac9f5424d001e,annular ends,segments,B60,vehicles in general,0.25
5d7acf795a272d96,transition member,member of parliament,E04,building,0.0
2e793973e85ae19b,lamination method,treatment method,G02,optics,0.0
3d6956826cc88002,vacuum cups,clamps,E01,"construction of roads, railways, or bridges",0.25
faa212a1c163db52,pulverulent material,liquid,B22,casting; powder metallurgy,0.25
bd3eabee36e07efa,orthogonal acceleration,time of flight,H05,electric techniques not otherwise provided for,0.25
314445ab7a4bb9e4,rear adjustment,side mounting,E05,locks; keys; window or door fittings; safes,0.25
7446e91d55fcabfc,exclusion limit,level,C07,organic chemistry,0.25
e65cc682ac30ae64,faucet assembly,water supply,E03,water supply; sewerage,0.25
d09158bbbe3152d9,trommel screen,rotary screen,B03,separation of solid materials using liquids or using pneumatic tables or jigs; magnetic or electrostatic separation of solid materials from solid materials or fluids; separation by high-voltage electric fields,0.75
083b7204ebee20a4,produce thin layers,thick constituent layers,G01,measuring; testing,0.25
60a326180c00fd1a,ingress buffer,incoming packet,H04,electric communication technique,0.5
c9c438a56243d1af,acid absorption,absorption of carbohydrates,B08,cleaning,0.0
810b414b567d6bdd,gnd,potential,G01,measuring; testing,0.5
1025cd599a000e64,opposing walls,opposing muscle,B60,vehicles in general,0.0
2d9a391a5a462a3d,combustion elements,gas turbine combustion chamber,F24,heating; ranges; ventilating,0.5
45fb8dd40f0f1a6d,drive balls,balls,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.5
8bc9d1709c323307,arcade,arcade machines,A61,medical or veterinary science; hygiene,0.5
03fddaa3c7990bea,coupling arms,circuit paths,H03,basic electronic circuitry,0.25
b28d782d55e0ea76,saturated felt,felts,D06,treatment of textiles or the like; laundering; flexible materials not otherwise provided for,0.5
19da11b256fb21a8,liquid reservoirs,vessels,B01,physical or chemical processes or apparatus in general,0.5
a5d839218d10b8bf,overall weight,area,D06,treatment of textiles or the like; laundering; flexible materials not otherwise provided for,0.0
cb157b3a53b31194,collator,labeling machine,B65,conveying; packing; storing; handling thin or filamentary material,0.25
137c52772bcd87ff,seal members,seal member,G03,photography; cinematography; analogous techniques using waves other than optical waves; electrography; holography,1.0
803716df0c599205,foot side,toe side,A43,footwear,0.75
d400107f71fd5fc4,sequence conservation,sequence preservation,C12,biochemistry; beer; spirits; wine; vinegar; microbiology; enzymology; mutation or genetic engineering,0.75
a9067e85ac9eea8a,display different pictures,display pictures,G02,optics,0.5
46ed26edc392d2d3,browsers,ip address,H04,electric communication technique,0.25
8dd32dc061c8c192,superior abrasion,fibre,D03,weaving,0.25
b781ae2af825d695,vertical comb,vertical louvers,B81,microstructural technology,0.0
f79831c946a98551,drainage,cold rolled thin gauge,B21,mechanical metal-working without essentially removing material; punching metal,0.25
06afc9b7b496b26b,wood article,combustion composition,B05,"spraying or atomising in general; applying fluent materials to surfaces, in general",0.0
2939435bc956401b,obtain from fractions,reactants,C07,organic chemistry,0.25
420ed3f231a4d64e,speed control means,speed controller,G05,controlling; regulating,0.75
b7e58673865476de,include retaining elements,several features,A45,hand or travelling articles,0.25
6834a9943a986cdc,leveller,barcode,F02,combustion engines; hot-gas or combustion-product engine plants,0.0
342e9ef5b1be43ae,animal fats,adipose tissue,A23,"foods or foodstuffs; treatment thereof, not covered by other classes",0.25
55211883cac0e95a,portable radio communication,wireless communication,H04,electric communication technique,0.5
79d624f8b52cb547,implant pellets,implantable pellets,A61,medical or veterinary science; hygiene,1.0
7d41b47e156761ef,insulation sleeve,sleeve bearing,H01,basic electric elements,0.0
52a34f3deb7b710c,dual clutch,hydraulics,B60,vehicles in general,0.25
fc37914cceebeabd,based writing,air compression,G11,information storage,0.0
4d541a79c9724fa9,wafer inspection system,wafer inspection camera system,G01,measuring; testing,0.75
f2ce6b5a00c2634e,movement directions,movements,B23,machine tools; metal-working not otherwise provided for,0.5
2ad713aa54d461ba,achieve authentication,signature,H04,electric communication technique,0.25
ea0f91939d2b6555,shift link,simple machine,A47,furniture; domestic articles or appliances; coffee mills; spice mills; suction cleaners in general,0.25
b812bc14a51f2bba,aesthetic effects,video editing tools,D03,weaving,0.5
e2d1298b17e9b36c,roll on workpiece,roll workpiece,B23,machine tools; metal-working not otherwise provided for,0.75
af0960031e90b0ed,combine with optical elements,observe with optical microscope,G11,information storage,0.5
4e74746249f69258,distributor pipe,water flow,A01,agriculture; forestry; animal husbandry; hunting; trapping; fishing,0.25
8e57427fcc150b59,consist of oxalic acid,consist of ethane 12 dioic acid,C04,cements; concrete; artificial stone; ceramics; refractories,0.75
2d4daf33c1ac6e2d,clear buffer,default buffer,G02,optics,0.5
95a0f069c7761ed6,cyclic alcohols,cyclopropanol,C10,"petroleum, gas or coke industries; technical gases containing carbon monoxide; fuels; lubricants; peat",0.5
8f75bd2aa7d073b5,intermediate speed,internet speed,D01,natural or man-made threads or fibres; spinning,0.0
8caccef85a69405c,rotary electric,fuel pump,F02,combustion engines; hot-gas or combustion-product engine plants,0.25
ebc1afcd555078c4,display object,display objects,G04,horology,0.75
ac6df160bc2f438c,noncollinear,light,G02,optics,0.25
6c4d2c5b32d1c792,angular contact bearing,plurality element rolling,F42,ammunition; blasting,0.25
16686b43b011ea13,seal members,annular seal members,G03,photography; cinematography; analogous techniques using waves other than optical waves; electrography; holography,0.5
e7511ee67683fb62,sawtooth waves,wave surf,G04,horology,0.0
63df0f702dd18e73,mat sections,eye sections,B07,separating solids from solids; sorting,0.0
9f836f5a90c88fc9,dual clutch,double clutch,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.75
d07fd604996ef129,travele in direction,wind blade,G01,measuring; testing,0.25
2d4b06315276bd81,faucet assembly,valve,G05,controlling; regulating,0.25
c584c7d6a6c7e438,committee,combination,G07,checking-devices,0.25
a99f80df34463f48,composite tile,chipboard sheets,F27,furnaces; kilns; ovens; retorts,0.25
ad9fea65a663a920,photodefinable,photo,H05,electric techniques not otherwise provided for,0.5
48405d68106587ba,bandedge,banding,H03,basic electronic circuitry,0.5
9093a0da7154badf,synthetic training,synthesis system,G06,computing; calculating; counting,0.5
f45628522e468a2c,turbine machine,gas turbine,F03,"machines or engines for liquids; wind, spring, or weight motors; producing mechanical power or a reactive propulsive thrust, not otherwise provided for",0.75
bcac2a92fea6480b,board id,black board,G01,measuring; testing,0.0
d09dae15fde79fd6,vco circuit,pll circuit,H03,basic electronic circuitry,0.25
9c0105f34aedca0d,abnormal position,positions,B41,printing; lining machines; typewriters; stamps,0.5
52336d95973e63b4,coat with conducting layer,iron cupboard,C25,electrolytic or electrophoretic processes; apparatus therefor,0.0
412c7483d9d70abc,dispersed powder,dispersed particle,C04,cements; concrete; artificial stone; ceramics; refractories,0.75
cf244c76da9b3383,abnormal position,abnormal profit,D03,weaving,0.0
460d866b4be9e48a,illumination condition,light source adjustment,G03,photography; cinematography; analogous techniques using waves other than optical waves; electrography; holography,0.5
d036aa6f59d05770,disperse in plastic material,distribute in plastic material,B29,working of plastics; working of substances in a plastic state in general,0.75
599255ebb3b2fa65,arm roller,lower roller arm,B27,working or preserving wood or similar material; nailing or stapling machines in general,0.75
98efadb8bc865b1b,secure to guard,stabilize to guard,A01,agriculture; forestry; animal husbandry; hunting; trapping; fishing,0.5
dca26f5f20132478,committee,ethics committees,G06,computing; calculating; counting,0.5
47059f8056cfe3ed,based writing,generation,G11,information storage,0.0
9fed5c32cabb4410,saturated felt,supersaturated solution,D06,treatment of textiles or the like; laundering; flexible materials not otherwise provided for,0.0
057a9637d1554911,solder member,new member,H01,basic electric elements,0.0
0cf101bfecf76852,display different pictures,pretty pictures,H04,electric communication technique,0.0
35d3768b6186b6e2,hanging ring,annuloplasty rings,A46,brushware,0.0
cd3922ef2c0c4199,inner fluid conduit,inner conduit coaxially,G01,measuring; testing,0.5
de51114bc0faec3e,organic starting,organic farming,B61,railways,0.0
58e24383c9d73be9,different circumferential positions,flange,G02,optics,0.25
71758cfd297caecb,selectively predetermined,selectively pre decided,D04,braiding; lace-making; knitting; trimmings; non-woven fabrics,0.75
97a2adc9bf9d99e5,container section,storage apparatus portion,D01,natural or man-made threads or fibres; spinning,0.75
52494c73a7d3ebc5,average impact,average effect,G01,measuring; testing,0.75
55c03e6b50929cc3,annular ends,circular ends,B60,vehicles in general,0.75
26b34e2ea44f19fa,gold alloy,auag,C22,metallurgy; ferrous or non-ferrous alloys; treatment of alloys or non-ferrous metals,0.75
354fc9c2a0056460,provider networks,providers network,H04,electric communication technique,1.0
0c5eef036caa3e81,fan rotation speed,fan rotation,F01,machines or engines in general; engine plants in general; steam engines,0.5
21689a5f614b4059,shaped engaging,u shaped driveway,A41,wearing apparel,0.0
bba8825425eb8ead,weldability,welding ability,C08,organic macromolecular compounds; their preparation or chemical working-up; compositions based thereon,0.75
0159b2bfd10403ba,contact cable,contact cable,B61,railways,1.0
361b56511d70abb1,operator identification information,operator identifier input,H04,electric communication technique,0.5
0a57b75475532adf,el display,active el display,H01,basic electric elements,0.5
80c199f815f749b9,component control,temperature control component,A01,agriculture; forestry; animal husbandry; hunting; trapping; fishing,0.5
d9c161511268a400,mat sections,several layers,A63,sports; games; amusements,0.25
e0a57fa917faad8a,agitate means,thin film solar cell,B28,"working cement, clay, or stone",0.25
efd7ce924a8673a3,sun member,sun planet members,F04,positive - displacement machines for liquids; pumps for liquids or elastic fluids,0.5
3cd0aa006977be0c,rear adjustment,rear inspection,E05,locks; keys; window or door fittings; safes,0.5
d5f73f69e4c5926b,shaped substrates,materials,H01,basic electric elements,0.25
9c4132ff45ac70cd,free fatty acid,arachidonic acid,B01,physical or chemical processes or apparatus in general,0.5
3c99092d7342ec60,fidelity,speech,H03,basic electronic circuitry,0.5
9e26278dc817076e,transmit alarm,emergency sensors,G06,computing; calculating; counting,0.5
d3085c6c9f6fd051,spreader body,manure spreader,A01,agriculture; forestry; animal husbandry; hunting; trapping; fishing,0.5
c2df3797b281ea83,receiver shaft,shaft,H04,electric communication technique,0.25
d2308140496be714,collator,fire apparatus,G11,information storage,0.0
20afb0ef31fbff74,source voltage,source potential input,G06,computing; calculating; counting,0.5
2d55abcb5771d7db,lifting load,lift force,B66,hoisting; lifting; hauling,0.75
bb3b905c0503f323,ingress buffer,input buffer,G06,computing; calculating; counting,0.75
c3d760ca293268ea,olefin production,reactions,B01,physical or chemical processes or apparatus in general,0.5
88c19653febb0b0b,angular contact bearing,spherical roller bearing,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.5
947714df96265502,liquid reservoirs,fuel tank capacity,F01,machines or engines in general; engine plants in general; steam engines,0.5
dac7a5aad0436126,illumination condition,illuminance,G03,photography; cinematography; analogous techniques using waves other than optical waves; electrography; holography,0.5
36fc2b18b8f6efed,rizatriptan,protein binding,A61,medical or veterinary science; hygiene,0.25
05b7d115f90d628a,buck converter circuit,image converter,H05,electric techniques not otherwise provided for,0.0
7c848554c36fdbdd,terephthalate polyester,shoe industry,C09,dyes; paints; polishes; natural resins; adhesives; compositions not otherwise provided for; applications of materials not otherwise provided for,0.0
f1f64df0e195e36d,machine end,pick tool,E21,earth drilling; mining,0.25
bcfd3c2b88528e02,gutters,eaves shoot,B60,vehicles in general,0.75
15a4bde76ca36940,foot side,limiting preferred example,A43,footwear,0.0
02b699d8ad2923db,frame handle,framework handle,A01,agriculture; forestry; animal husbandry; hunting; trapping; fishing,0.5
727e041ee3285e87,displacement mechanism,pump,F01,machines or engines in general; engine plants in general; steam engines,0.25
dc89bfc1c62313c6,sun member,diameter,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.25
495d8f1b113b88ac,parallel orientation,parallel configuration,D04,braiding; lace-making; knitting; trimmings; non-woven fabrics,0.75
980f85a786b2fe42,transfer onto substrate,move onto substrate,B05,"spraying or atomising in general; applying fluent materials to surfaces, in general",0.75
39617709ce2b8227,coupling factor,primary turns inductance,G01,measuring; testing,0.5
6c5205a6dc99d1eb,friction lock,prevent lock,B62,land vehicles for travelling otherwise than on rails,0.5
78dbe3614e9284f6,saturated felt,felt pen,D06,treatment of textiles or the like; laundering; flexible materials not otherwise provided for,0.0
2be10f4206832682,organic alkaline,pyridine,C11,"animal or vegetable oils, fats, fatty substances or waxes; fatty acids therefrom; detergents; candles",0.5
97ac015b056b6c0f,speed control means,axis therewith,D04,braiding; lace-making; knitting; trimmings; non-woven fabrics,0.25
af5bc4d0678a8dcc,selectively predetermined,predetermined,G01,measuring; testing,0.5
6af3ad0fffcc75fb,recover from reaction product,endometrial ablation,C08,organic macromolecular compounds; their preparation or chemical working-up; compositions based thereon,0.0
dd2984af851100f7,committee,research,G07,checking-devices,0.0
62925bf187daf91f,speed impeller,pressurized centrifugal fan,B01,physical or chemical processes or apparatus in general,0.5
f3a85d213879232d,receiver shaft,master shaft,H04,electric communication technique,0.25
f7925123b657c5b7,cathode layer,photoresist,C25,electrolytic or electrophoretic processes; apparatus therefor,0.25
ce0fceaaf1359fe3,vibratory actuator,vibration type actuator,H02,generation; conversion or distribution of electric power,0.75
5916e0d0e034883d,shaped engaging,shaped locking,E05,locks; keys; window or door fittings; safes,0.75
ac700df13fd89ece,produce by pump,produce in pump,B67,"opening, closing {or cleaning} bottles, jars or similar containers; liquid handling",0.25
41cf9404252139a9,air flow line,air passage line,B63,ships or other waterborne vessels; related equipment,0.75
de8430492d3d6e1f,materially less,shank being less,F42,ammunition; blasting,0.5
0653c5f0b6428072,water propulsion device,propulsion wheel,B63,ships or other waterborne vessels; related equipment,0.5
9c452a29b6d4e6fa,web transfer,webbing tape,D21,paper-making; production of cellulose,0.0
056111b5c4a8fa9f,hardware blocks,functional blocks,G06,computing; calculating; counting,0.5
d40354a6a65a4195,aesthetic effects,interesting effects,A63,sports; games; amusements,0.5
ec7204e562259981,weldability,steel sheets,C08,organic macromolecular compounds; their preparation or chemical working-up; compositions based thereon,0.25
b7e4fd15cf27f6fe,seal teeth,sealant spray,F01,machines or engines in general; engine plants in general; steam engines,0.0
