id,anchor,target,context,title,label
18c05a49da1da8b1,material item,wire material,H04,electric communication technique,0.25
210eaec557ead1b6,contain sulfur compounds,comprise sulfur compounds,C11,"animal or vegetable oils, fats, fatty substances or waxes; fatty acids therefrom; detergents; candles",0.75
ccc9610f92f97298,paraboloid,paraboloid surface,A61,medical or veterinary science; hygiene,0.5
659238e334d2e69a,based method,use based method,G06,computing; calculating; counting,0.5
beb2accdac7306c4,inner fluid conduit,fluid entry point,G01,measuring; testing,0.5
037c11550aa88844,reduction factor,reduction,H04,electric communication technique,0.25
9e3eca9780ed955c,clear buffer,polymer,G02,optics,0.0
45beb9c008949994,wedge device,thrust washer,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.25
164044b0db62b222,compression loss,compression leakage,F01,machines or engines in general; engine plants in general; steam engines,0.75
9e4fc60eee185e05,cervical support,cervical support collar,A47,furniture; domestic articles or appliances; coffee mills; spice mills; suction cleaners in general,0.75
fd2316deb896c359,apply to muscle,apply for food stamp,A61,medical or veterinary science; hygiene,0.0
54316a3e09c70cf1,adjustable multiple,fixed multiple,B25,hand tools; portable power-driven tools; manipulators,0.25
c3ca161c7b8d68bf,sprayed,thermal sprayed coating,E04,building,0.5
19095a787dc75dce,perfluoroalkyl group,lower alkyl,C11,"animal or vegetable oils, fats, fatty substances or waxes; fatty acids therefrom; detergents; candles",0.25
d4f40bbc335accaa,slot open,open cast,C22,metallurgy; ferrous or non-ferrous alloys; treatment of alloys or non-ferrous metals,0.0
9bc456fb2e58d1b0,organic starting,organic starting,B61,railways,1.0
cf079d20bc873aa0,different conductivity,different silicon content,H02,generation; conversion or distribution of electric power,0.5
4c487c32c66e49cc,average pore size,air size,C04,cements; concrete; artificial stone; ceramics; refractories,0.0
2552099f508ad04b,bandedge,short wavelength edge,H01,basic electric elements,0.5
784a15d14d445578,smooth outer surface,substantially smooth outer surface,C21,metallurgy of iron,0.5
42c2cbee04055537,herpes,infection,A61,medical or veterinary science; hygiene,0.25
efcf25374ed42c40,connect to electrode structure,utilize analog electrode,H01,basic electric elements,0.5
3c24789b3f8fd2c7,gas leak,fuel gas leak,F17,storing or distributing gases or liquids,0.75
8d20d09855098199,battery cell assembly,cathode,F28,heat exchange in general,0.25
44710305fe8635f9,board id,board information,H05,electric techniques not otherwise provided for,0.75
915ef18a8aa71a62,laminated wall,ceiling claddings,C03,glass; mineral or slag wool,0.25
86ac7dc96ff05818,fan rotation speed,cooling fan speed,F01,machines or engines in general; engine plants in general; steam engines,0.5
c1dff6c9ff6456d1,fountain head,bu ber,E03,water supply; sewerage,0.0
4f8d18e7ee6f98e9,abnormal position,locked position,D03,weaving,0.5
ebaa4fe2beeae968,electromagnetic radiation source,excitation light source,G02,optics,0.5
9b812feac17b7531,olefin production,production of eggs,C10,"petroleum, gas or coke industries; technical gases containing carbon monoxide; fuels; lubricants; peat",0.0
ea918a5225227c4b,wave generation,moments,A63,sports; games; amusements,0.25
0729d791a35aae0d,imaging axis,degree of certainity,G02,optics,0.25
d575e071125a055f,voltage values,positive of voltages,B41,printing; lining machines; typewriters; stamps,0.5
4d3823c95af7c9fe,predetermined acceleration,acceleration,B27,working or preserving wood or similar material; nailing or stapling machines in general,0.5
29f3ffb99322b0c7,heart pacemaker,pacing device,H01,basic electric elements,0.25
31ff91c62ff97022,inorganic hybrid,wearable devices,H01,basic electric elements,0.25
ac7c9cd1967fd23e,stability function,kidney function,B60,vehicles in general,0.0
ffa9a220b226b356,walnut oil,oil care,C08,organic macromolecular compounds; their preparation or chemical working-up; compositions based thereon,0.0
1ad033f5c1b30146,coupling arms,beams,H03,basic electronic circuitry,0.5
374bbc0fbf1f09fe,transmit over interface,over fed,H04,electric communication technique,0.0
5d95ecf070d1239f,upper clamp arm,upper layer,A61,medical or veterinary science; hygiene,0.0
07e3138c2b0bdb67,hybrid system,breeding system,C07,organic chemistry,0.5
a63ec9730f8d789d,protocol component,protocol violation,A46,brushware,0.25
125e1788b47b54ee,antigen composition,antibody detection immunoassay,G01,measuring; testing,0.5
c262b5e026623c28,sectional layer,sectional section,B22,casting; powder metallurgy,0.5
c2ba80d20be9098f,secure to guard,guard frame,A01,agriculture; forestry; animal husbandry; hunting; trapping; fishing,0.5
7ead25ae6ae4a3b8,rocker lever,link,B61,railways,0.25
b12f0bcb49c1322f,guided projectiles,projectile motion,G05,controlling; regulating,0.5
d944113410ca8efb,average pore size,average particle diameter,C04,cements; concrete; artificial stone; ceramics; refractories,0.5
22bbe3e12cc8810c,stabilizer members,arms,A01,agriculture; forestry; animal husbandry; hunting; trapping; fishing,0.5
6988b3d29387afd3,melt coating,paint,B41,printing; lining machines; typewriters; stamps,0.25
d938798b2a981004,transmit to platform,transmit to system,H04,electric communication technique,0.75
e2d1802c0608fb11,idle mixture,fuel air mixture,F02,combustion engines; hot-gas or combustion-product engine plants,0.75
882a179399344283,agitate means,rotating,B01,physical or chemical processes or apparatus in general,0.25
25e1202a60ffc579,container opener,supply opener,B41,printing; lining machines; typewriters; stamps,0.5
916c56f5df6a2a79,image signal generation,signal generator,H04,electric communication technique,0.25
8de65bcfaf257a71,pictorial image,visual image,G09,education; cryptography; display; advertising; seals,0.75
6555fe780a5c5557,pre trip,preliminary performance,F25,refrigeration or cooling; combined heating and refrigeration systems; heat pump systems; manufacture or storage of ice; liquefaction solidification of gases,0.25
958188ed1a638f42,reflection type liquid crystal display,liquid matrix type crystal,G02,optics,0.5
6798e23f2a36de21,provider networks,global network performance,H04,electric communication technique,0.25
5f53bd4926fac7a3,portable radio communication,wearable electronic,H01,basic electric elements,0.5
e86b552318e099bd,leveller,roll leveller,F02,combustion engines; hot-gas or combustion-product engine plants,0.5
8ddf02fec94cb438,intruder detection,detection,B60,vehicles in general,0.5
7a982c7bcd21e889,rhodium carbonyl,carbonyl compounds,C01,inorganic chemistry,0.25
185ece831667164d,make of slabs,building,E04,building,0.25
bcc7a8252488b983,idle mixture,mixture gas,F02,combustion engines; hot-gas or combustion-product engine plants,0.5
ff133a4ed6db7d2f,selectively predetermined,predetermined clock,G01,measuring; testing,0.5
de50104275e10bc0,overflow compartment,opening,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.25
8a2bb405226e2a8d,tooth spaces,smooth bore,G01,measuring; testing,0.25
657d1f32fa03b637,electromagnetic input,electromagnetic input signal,G01,measuring; testing,0.5
380c54ce9625582f,sleeve upper,cylindrical body,A47,furniture; domestic articles or appliances; coffee mills; spice mills; suction cleaners in general,0.25
507b6b65d4b8a2d7,pulsed plasma,pulsed plasmas,C10,"petroleum, gas or coke industries; technical gases containing carbon monoxide; fuels; lubricants; peat",1.0
c8dcf077a1d9e292,component composite coating,component,C09,dyes; paints; polishes; natural resins; adhesives; compositions not otherwise provided for; applications of materials not otherwise provided for,0.25
abb460f307875e7a,arm roller,rollers,B27,working or preserving wood or similar material; nailing or stapling machines in general,0.5
72ad2e2fbf4fd30a,androgen receptor modulators,androgen independent,C07,organic chemistry,0.25
d8f07eb1026a2ac6,notch base,notch emitter,H01,basic electric elements,0.5
13375d8f756bc375,voltage values,rms voltage value,B41,printing; lining machines; typewriters; stamps,0.75
d21d91b5c018ef5f,shaped engaging,shaped eye engagement,A41,wearing apparel,0.5
413c6644469964a1,helicase activity,sodium reactivity,C12,biochemistry; beer; spirits; wine; vinegar; microbiology; enzymology; mutation or genetic engineering,0.0
9f9f97cc8159a565,component composite coating,layer basecoat coat,C09,dyes; paints; polishes; natural resins; adhesives; compositions not otherwise provided for; applications of materials not otherwise provided for,0.25
b0df1c2512a8cd65,rna seq,cellular protein synthesis,C12,biochemistry; beer; spirits; wine; vinegar; microbiology; enzymology; mutation or genetic engineering,0.25
88eee502cba369cb,select unit,storage unit,H04,electric communication technique,0.0
a2ec4590aa086d48,chagas disease,trypanosoma cruzi,C07,organic chemistry,0.25
ede336fc39d99a7b,regeneration agent,base,B01,physical or chemical processes or apparatus in general,0.25
3b04c840e203b18e,arm roller,arm roller axles,B27,working or preserving wood or similar material; nailing or stapling machines in general,0.5
5119043144791473,feed control valve,control valve,B23,machine tools; metal-working not otherwise provided for,0.5
5577cf9961676a52,paraboloid,transparent cover,G01,measuring; testing,0.25
67ecf34a2f2a6c1e,clock input,clock wire,G04,horology,0.5
ce63b3e22aa6c825,inner closed,lubricating structure,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.25
8390f050db7da79b,water intake,lake,F03,"machines or engines for liquids; wind, spring, or weight motors; producing mechanical power or a reactive propulsive thrust, not otherwise provided for",0.25
f1ebe2c2bf3649e6,connect with conduits,attach with conduits,C14,skins; hides; pelts; leather,0.75
cf550081e83b0589,rotatable chamber,bioreactor,G01,measuring; testing,0.25
baae3c0c572c0b8b,non lamellar,additional,A61,medical or veterinary science; hygiene,0.0
83b797924f9ce61b,crystal thin,crystal salt,H03,basic electronic circuitry,0.0
6f9742ecfe6709eb,composite tile,glass plate,C04,cements; concrete; artificial stone; ceramics; refractories,0.0
589ac7cf6d533a06,axial extension,axial expansion,A61,medical or veterinary science; hygiene,0.75
05d2c94863fa81d5,filled interior,filled inside,B29,working of plastics; working of substances in a plastic state in general,0.75
c98bb92cadfd3829,mayenite,calcium aluminium oxide,F27,furnaces; kilns; ovens; retorts,0.75
e98b5b6044387028,fluid flow source,liquefied flow source,A61,medical or veterinary science; hygiene,0.5
28fc5075f0f6bcc3,apart elongated,fusion energy system,B64,aircraft; aviation; cosmonautics,0.25
bdeee01fbcc8f97f,ftir spectrometer,spectroscopy,G02,optics,0.5
8a7db789e91430bc,preliminary dispersion,initial dispersion,G03,photography; cinematography; analogous techniques using waves other than optical waves; electrography; holography,0.75
b3832eac81b73dfd,abatement,pollution abatement incinerator,A47,furniture; domestic articles or appliances; coffee mills; spice mills; suction cleaners in general,0.5
eed24b0b573644b0,transistor m6,power darlington,G05,controlling; regulating,0.5
66b6bc9f8e252204,friction lock,lock,B62,land vehicles for travelling otherwise than on rails,0.5
64c19dcdbb55a9ba,web transfer,website,D21,paper-making; production of cellulose,0.0
74d313186dd9d5d6,overall condition,health,B62,land vehicles for travelling otherwise than on rails,0.25
d4deee81aa79d152,olefin production,saturated compounds,B01,physical or chemical processes or apparatus in general,0.25
87359dc19cf5e125,clods,soil fragments,B28,"working cement, clay, or stone",0.75
c5c8ff80e048157c,bandedge,center node,H01,basic electric elements,0.0
5613325cb8a57bc8,acid absorption,acid recovery,B01,physical or chemical processes or apparatus in general,0.5
17b3e0dae7088276,mayenite,calcium rich food,B22,casting; powder metallurgy,0.0
d72e6414c09a1f57,page file,data capture machine,G09,education; cryptography; display; advertising; seals,0.5
e56bf3bff258bfd3,faucet assembly,spout,B65,conveying; packing; storing; handling thin or filamentary material,0.25
28deea0696d6d765,support grooves,supporting grooves,B22,casting; powder metallurgy,1.0
762e7c79104fcdc5,component composite coating,protective coatings,C08,organic macromolecular compounds; their preparation or chemical working-up; compositions based thereon,0.25
119fc03615056e86,normal base,normal support,B41,printing; lining machines; typewriters; stamps,0.75
13ec13d2bebdcc18,resilient spring clip,clip,A61,medical or veterinary science; hygiene,0.5
a991760c8579ecff,contain sulfur compounds,compounds,C11,"animal or vegetable oils, fats, fatty substances or waxes; fatty acids therefrom; detergents; candles",0.25
ed2827a4fd75e372,fluid flow source,vapour flow,A61,medical or veterinary science; hygiene,0.5
5e8d633862a671ee,transmit over interface,transmitted over a bi directional communication network,G11,information storage,0.5
995763b1db48cd14,water product,water insoluble product,C25,electrolytic or electrophoretic processes; apparatus therefor,0.25
47cfcf995b9cbb3a,locking formation,latch,B23,machine tools; metal-working not otherwise provided for,0.25
f43e39bbc74cc27f,travele in direction,eye fluid direction,B61,railways,0.0
cb894b6fa86a18d1,energy storage spring,storage capacity,H02,generation; conversion or distribution of electric power,0.25
305cafd399956dc4,elastic assembly,elastic region,B05,"spraying or atomising in general; applying fluent materials to surfaces, in general",0.75
51da99624104a1c2,propyl bromide,garden compound,C09,dyes; paints; polishes; natural resins; adhesives; compositions not otherwise provided for; applications of materials not otherwise provided for,0.0
71e2a2153b402037,summits,crest factor,F24,heating; ranges; ventilating,0.0
1f7b7c88acdf0976,extraction location,spleen location,B29,working of plastics; working of substances in a plastic state in general,0.0
89fa7a4f0b3f3a77,machine end,ecg machine,E21,earth drilling; mining,0.0
6e05c429a21bf576,extraction location,insulating glass units,B29,working of plastics; working of substances in a plastic state in general,0.25
07b0f3285cfe0fff,decompressor,decompress expander,G01,measuring; testing,0.5
e9fc90974b647df6,chip form,chip structure,H05,electric techniques not otherwise provided for,0.75
9f58819713e3ec2d,breech mechanism,reciprocating motion,B25,hand tools; portable power-driven tools; manipulators,0.25
c2dab6e2b7cc7037,key arm,control system,G09,education; cryptography; display; advertising; seals,0.25
f56d25363765f8f5,average pore size,pore hole size,C10,"petroleum, gas or coke industries; technical gases containing carbon monoxide; fuels; lubricants; peat",0.5
883ac9f5424d001e,annular ends,segments,B60,vehicles in general,0.25
5d7acf795a272d96,transition member,member of parliament,E04,building,0.0
3d6956826cc88002,vacuum cups,clamps,E01,"construction of roads, railways, or bridges",0.25
b8effd40df8e25f8,electromagnetic radiation source,excitation light device,G02,optics,0.5
5bc18d56451e7259,voltage values,voltages,H02,generation; conversion or distribution of electric power,0.5
314445ab7a4bb9e4,rear adjustment,side mounting,E05,locks; keys; window or door fittings; safes,0.25
d9b8c42d2077ef17,engage clamp,move toward clamp,H01,basic electric elements,0.5
64129e7d79684aeb,voltage values,voltmeter,B01,physical or chemical processes or apparatus in general,0.25
7446e91d55fcabfc,exclusion limit,level,C07,organic chemistry,0.25
e65cc682ac30ae64,faucet assembly,water supply,E03,water supply; sewerage,0.25
083b7204ebee20a4,produce thin layers,thick constituent layers,G01,measuring; testing,0.25
60a326180c00fd1a,ingress buffer,incoming packet,H04,electric communication technique,0.5
c9c438a56243d1af,acid absorption,absorption of carbohydrates,B08,cleaning,0.0
810b414b567d6bdd,gnd,potential,G01,measuring; testing,0.5
2d9a391a5a462a3d,combustion elements,gas turbine combustion chamber,F24,heating; ranges; ventilating,0.5
45fb8dd40f0f1a6d,drive balls,balls,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.5
8bc9d1709c323307,arcade,arcade machines,A61,medical or veterinary science; hygiene,0.5
03fddaa3c7990bea,coupling arms,circuit paths,H03,basic electronic circuitry,0.25
b28d782d55e0ea76,saturated felt,felts,D06,treatment of textiles or the like; laundering; flexible materials not otherwise provided for,0.5
19da11b256fb21a8,liquid reservoirs,vessels,B01,physical or chemical processes or apparatus in general,0.5
a5d839218d10b8bf,overall weight,area,D06,treatment of textiles or the like; laundering; flexible materials not otherwise provided for,0.0
cb157b3a53b31194,collator,labeling machine,B65,conveying; packing; storing; handling thin or filamentary material,0.25
803716df0c599205,foot side,toe side,A43,footwear,0.75
d400107f71fd5fc4,sequence conservation,sequence preservation,C12,biochemistry; beer; spirits; wine; vinegar; microbiology; enzymology; mutation or genetic engineering,0.75
a9067e85ac9eea8a,display different pictures,display pictures,G02,optics,0.5
06afc9b7b496b26b,wood article,combustion composition,B05,"spraying or atomising in general; applying fluent materials to surfaces, in general",0.0
2939435bc956401b,obtain from fractions,reactants,C07,organic chemistry,0.25
dfc70a15ef953d0a,connect to common conductor,connect at common node,B66,hoisting; lifting; hauling,0.5
b7e58673865476de,include retaining elements,several features,A45,hand or travelling articles,0.25
6834a9943a986cdc,leveller,barcode,F02,combustion engines; hot-gas or combustion-product engine plants,0.0
55211883cac0e95a,portable radio communication,wireless communication,H04,electric communication technique,0.5
7d41b47e156761ef,insulation sleeve,sleeve bearing,H01,basic electric elements,0.0
4d541a79c9724fa9,wafer inspection system,wafer inspection camera system,G01,measuring; testing,0.75
f2ce6b5a00c2634e,movement directions,movements,B23,machine tools; metal-working not otherwise provided for,0.5
2ad713aa54d461ba,achieve authentication,signature,H04,electric communication technique,0.25
f0fc8d67ddd57c3e,stabilizer members,front hinge means,A01,agriculture; forestry; animal husbandry; hunting; trapping; fishing,0.5
3d4f79084e728177,enclose with openings,enclosed document,F21,lighting,0.0
af0960031e90b0ed,combine with optical elements,observe with optical microscope,G11,information storage,0.5
3b049e43fad278b5,melt coating,printing,B41,printing; lining machines; typewriters; stamps,0.25
4e74746249f69258,distributor pipe,water flow,A01,agriculture; forestry; animal husbandry; hunting; trapping; fishing,0.25
2d4daf33c1ac6e2d,clear buffer,default buffer,G02,optics,0.5
95a0f069c7761ed6,cyclic alcohols,cyclopropanol,C10,"petroleum, gas or coke industries; technical gases containing carbon monoxide; fuels; lubricants; peat",0.5
8f75bd2aa7d073b5,intermediate speed,internet speed,D01,natural or man-made threads or fibres; spinning,0.0
8caccef85a69405c,rotary electric,fuel pump,F02,combustion engines; hot-gas or combustion-product engine plants,0.25
ac6df160bc2f438c,noncollinear,light,G02,optics,0.25
6c4d2c5b32d1c792,angular contact bearing,plurality element rolling,F42,ammunition; blasting,0.25
e7511ee67683fb62,sawtooth waves,wave surf,G04,horology,0.0
63df0f702dd18e73,mat sections,eye sections,B07,separating solids from solids; sorting,0.0
570d2d91933af903,heart pacemaker,router terminal,H01,basic electric elements,0.0
d07fd604996ef129,travele in direction,wind blade,G01,measuring; testing,0.25
2d4b06315276bd81,faucet assembly,valve,G05,controlling; regulating,0.25
a99f80df34463f48,composite tile,chipboard sheets,F27,furnaces; kilns; ovens; retorts,0.25
ad9fea65a663a920,photodefinable,photo,H05,electric techniques not otherwise provided for,0.5
48405d68106587ba,bandedge,banding,H03,basic electronic circuitry,0.5
9093a0da7154badf,synthetic training,synthesis system,G06,computing; calculating; counting,0.5
813187a9485496a5,breech mechanism,loading sequence of a breech loading naval gun,B25,hand tools; portable power-driven tools; manipulators,0.75
3f2459d0fa349782,overflow compartment,hard metal,B22,casting; powder metallurgy,0.25
bcac2a92fea6480b,board id,black board,G01,measuring; testing,0.0
9c0105f34aedca0d,abnormal position,positions,B41,printing; lining machines; typewriters; stamps,0.5
5e960d60184ca9d4,glycitin,glyciphage,B01,physical or chemical processes or apparatus in general,0.0
9e4f1bfecc3d94b4,donor plasmid,plasmid vector,A61,medical or veterinary science; hygiene,0.5
52336d95973e63b4,coat with conducting layer,iron cupboard,C25,electrolytic or electrophoretic processes; apparatus therefor,0.0
cf244c76da9b3383,abnormal position,abnormal profit,D03,weaving,0.0
d036aa6f59d05770,disperse in plastic material,distribute in plastic material,B29,working of plastics; working of substances in a plastic state in general,0.75
599255ebb3b2fa65,arm roller,lower roller arm,B27,working or preserving wood or similar material; nailing or stapling machines in general,0.75
98efadb8bc865b1b,secure to guard,stabilize to guard,A01,agriculture; forestry; animal husbandry; hunting; trapping; fishing,0.5
9fed5c32cabb4410,saturated felt,supersaturated solution,D06,treatment of textiles or the like; laundering; flexible materials not otherwise provided for,0.0
057a9637d1554911,solder member,new member,H01,basic electric elements,0.0
0cf101bfecf76852,display different pictures,pretty pictures,H04,electric communication technique,0.0
bf9413ab0d4cb7ec,stabilizer members,arms,B60,vehicles in general,0.25
cd3922ef2c0c4199,inner fluid conduit,inner conduit coaxially,G01,measuring; testing,0.5
11e6dda7829c4226,embedding groove,flange,F23,combustion apparatus; combustion processes,0.25
de51114bc0faec3e,organic starting,organic farming,B61,railways,0.0
9836b931ff38cc92,lift element,cam,D01,natural or man-made threads or fibres; spinning,0.25
10e125cf93b530c8,wave generation,wave signal generating,H03,basic electronic circuitry,0.75
71758cfd297caecb,selectively predetermined,selectively pre decided,D04,braiding; lace-making; knitting; trimmings; non-woven fabrics,0.75
97a2adc9bf9d99e5,container section,storage apparatus portion,D01,natural or man-made threads or fibres; spinning,0.75
55c03e6b50929cc3,annular ends,circular ends,B60,vehicles in general,0.75
26b34e2ea44f19fa,gold alloy,auag,C22,metallurgy; ferrous or non-ferrous alloys; treatment of alloys or non-ferrous metals,0.75
354fc9c2a0056460,provider networks,providers network,H04,electric communication technique,1.0
0c5eef036caa3e81,fan rotation speed,fan rotation,F01,machines or engines in general; engine plants in general; steam engines,0.5
21689a5f614b4059,shaped engaging,u shaped driveway,A41,wearing apparel,0.0
5b04c89375d826f7,brake arms,arms means,D01,natural or man-made threads or fibres; spinning,0.5
bba8825425eb8ead,weldability,welding ability,C08,organic macromolecular compounds; their preparation or chemical working-up; compositions based thereon,0.75
e087e7aa337def7c,wave generation,wave generating,H03,basic electronic circuitry,1.0
0159b2bfd10403ba,contact cable,contact cable,B61,railways,1.0
3a31d6f20321b1c7,lift element,lifting member,B62,land vehicles for travelling otherwise than on rails,0.75
361b56511d70abb1,operator identification information,operator identifier input,H04,electric communication technique,0.5
f098989b3211555f,main pulse laser,pulse laser oscillator,H01,basic electric elements,0.5
1bbd6d29dfde4cd2,dissolve in glycol,organic compounds,C09,dyes; paints; polishes; natural resins; adhesives; compositions not otherwise provided for; applications of materials not otherwise provided for,0.25
0a57b75475532adf,el display,active el display,H01,basic electric elements,0.5
80c199f815f749b9,component control,temperature control component,A01,agriculture; forestry; animal husbandry; hunting; trapping; fishing,0.5
d9c161511268a400,mat sections,several layers,A63,sports; games; amusements,0.25
e0a57fa917faad8a,agitate means,thin film solar cell,B28,"working cement, clay, or stone",0.25
efd7ce924a8673a3,sun member,sun planet members,F04,positive - displacement machines for liquids; pumps for liquids or elastic fluids,0.5
3cd0aa006977be0c,rear adjustment,rear inspection,E05,locks; keys; window or door fittings; safes,0.5
9a8d209b331f071c,square lattice,substantial square lattice,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.75
a9164640194678d8,contain elastomer,thermoplastic,C08,organic macromolecular compounds; their preparation or chemical working-up; compositions based thereon,0.25
1bd038083008262f,monocrystalline semiconductor,single crystal silicon cells,H04,electric communication technique,0.5
d3085c6c9f6fd051,spreader body,manure spreader,A01,agriculture; forestry; animal husbandry; hunting; trapping; fishing,0.5
c2df3797b281ea83,receiver shaft,shaft,H04,electric communication technique,0.25
d2308140496be714,collator,fire apparatus,G11,information storage,0.0
2d55abcb5771d7db,lifting load,lift force,B66,hoisting; lifting; hauling,0.75
bb3b905c0503f323,ingress buffer,input buffer,G06,computing; calculating; counting,0.75
c3d760ca293268ea,olefin production,reactions,B01,physical or chemical processes or apparatus in general,0.5
88c19653febb0b0b,angular contact bearing,spherical roller bearing,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.5
947714df96265502,liquid reservoirs,fuel tank capacity,F01,machines or engines in general; engine plants in general; steam engines,0.5
dd5ddd269451d8b0,finger actuator,actuator,E05,locks; keys; window or door fittings; safes,0.5
b1660eb8f52b0af7,multiplexed data,data science,H04,electric communication technique,0.0
36fc2b18b8f6efed,rizatriptan,protein binding,A61,medical or veterinary science; hygiene,0.25
c9cd20a471f96349,brush guard,guard,A46,brushware,0.5
f1f64df0e195e36d,machine end,pick tool,E21,earth drilling; mining,0.25
15a4bde76ca36940,foot side,limiting preferred example,A43,footwear,0.0
5c07f07de8d92c73,shunt reactor,induction motor,G01,measuring; testing,0.5
02b699d8ad2923db,frame handle,framework handle,A01,agriculture; forestry; animal husbandry; hunting; trapping; fishing,0.5
dc89bfc1c62313c6,sun member,diameter,F16,engineering elements and units; general measures for producing and maintaining effective functioning of machines or installations; thermal insulation in general,0.25
495d8f1b113b88ac,parallel orientation,parallel configuration,D04,braiding; lace-making; knitting; trimmings; non-woven fabrics,0.75
980f85a786b2fe42,transfer onto substrate,move onto substrate,B05,"spraying or atomising in general; applying fluent materials to surfaces, in general",0.75
39617709ce2b8227,coupling factor,primary turns inductance,G01,measuring; testing,0.5
6c5205a6dc99d1eb,friction lock,prevent lock,B62,land vehicles for travelling otherwise than on rails,0.5
78dbe3614e9284f6,saturated felt,felt pen,D06,treatment of textiles or the like; laundering; flexible materials not otherwise provided for,0.0
2be10f4206832682,organic alkaline,pyridine,C11,"animal or vegetable oils, fats, fatty substances or waxes; fatty acids therefrom; detergents; candles",0.5
34ab3c447c403072,sand formation,sea beach,C09,dyes; paints; polishes; natural resins; adhesives; compositions not otherwise provided for; applications of materials not otherwise provided for,0.25
8ef6c47dfeddbc86,crystal thin,thin quartz crystals,H03,basic electronic circuitry,0.5
080970f59c096352,adjustable multiple,flexible multiple,B25,hand tools; portable power-driven tools; manipulators,0.75
536f1fecbd6a84e4,oil tankers,crude oil tanker,E03,water supply; sewerage,0.5
af5bc4d0678a8dcc,selectively predetermined,predetermined,G01,measuring; testing,0.5
62925bf187daf91f,speed impeller,pressurized centrifugal fan,B01,physical or chemical processes or apparatus in general,0.5
f3a85d213879232d,receiver shaft,master shaft,H04,electric communication technique,0.25
f7925123b657c5b7,cathode layer,photoresist,C25,electrolytic or electrophoretic processes; apparatus therefor,0.25
83d77ff8102eea03,resilient metal,metal article,A43,footwear,0.25
5916e0d0e034883d,shaped engaging,shaped locking,E05,locks; keys; window or door fittings; safes,0.75
df1f3ca87e509f23,perfluoroalkyl group,family group,B23,machine tools; metal-working not otherwise provided for,0.0
ac700df13fd89ece,produce by pump,produce in pump,B67,"opening, closing {or cleaning} bottles, jars or similar containers; liquid handling",0.25
de8430492d3d6e1f,materially less,shank being less,F42,ammunition; blasting,0.5
0653c5f0b6428072,water propulsion device,propulsion wheel,B63,ships or other waterborne vessels; related equipment,0.5
9c452a29b6d4e6fa,web transfer,webbing tape,D21,paper-making; production of cellulose,0.0
d2edf152ad837484,opening assembly,eye opening,B60,vehicles in general,0.0
056111b5c4a8fa9f,hardware blocks,functional blocks,G06,computing; calculating; counting,0.5
398632a1f849fed7,water product,product water removal,C25,electrolytic or electrophoretic processes; apparatus therefor,0.25
c8ce5e63bcccd9ec,container opener,container cap,A44,haberdashery; jewellery,0.25
